Ceremony,Year,Location,Class,Category,Movie,Movie Code,Name,Nominees,Winner,Detail,Note
90,2017,"181 Washington Square S, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),,,,Mark Elendt|Side Effects Software,True,,"With more than twenty years of continual innovation, Houdini has delivered the power of procedural methods to visual effects artists, making it the industry standard for bringing natural phenomena, destruction and other digital effects to the screen."
90,2017,"182 Washington Square S, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,John Coyle|Brad Hurndell|Vikas Sathaye|Shane Buckham,True,,"This innovative six-axis stabilized aerial camera mount, with its enhanced ability to frame shots while looking straight down, enables greater creative freedom while allowing pilots to fly more effectively and safely."
90,2017,"183 Washington Square S, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Jeff Lait|Mark Tucker|Cristin Barghiel|John Lynch,True,,"Houdini’s dynamics framework and workflow management tools have helped it become the industry standard for bringing natural phenomena, destruction and other digital effects to the screen."
90,2017,"184 Washington Square S, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Bill Spitzak|Jonathan Egstad,True,,"Built for production at Digital Domain, Nuke has become a ubiquitous and flexible tool used across the motion picture industry, enabling novel and sophisticated workflows at an unprecedented scale."
90,2017,"185 Washington Square S, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Abigail Brady|Jon Wadelton|Jerry Huxtable,True,,"Expanded as a commercial product at The Foundry, Nuke is a comprehensive, versatile and stable system that has established itself as the backbone of compositing and image processing pipelines across the motion picture industry."
90,2017,"186 Washington Square S, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Leonard Chapman|Stanislav Gorbatov|David Gasparian|Souhail Issa,True,,"With its fully waterproof construction, the Hydrascope has greatly advanced crane technology and versatility by enabling precise long-travel multi-axis camera movement in, out of and through fresh or salt water."
90,2017,"187 Washington Square S, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Jason Smith|Jeff White|Rachel Marie Rose|Michael Justin Lee Jutan,True,,"BlockParty streamlines the rigging process through a comprehensive connection framework, a novel graphical user interface, and volumetric rig transfer, which has enabled ILM to build richly detailed and unique creatures while greatly improving artist productivity."
90,2017,"188 Washington Square S, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Joe Mancewicz|Matt Derksen|Hans Rijpkema,True,,"This toolset provides a novel approach to character rigging that features topological independence, continuously editable rigs and deformation workflows with shape-preserving surface relaxation, enabling fifteen years of improvements to production efficiency and animation quality."
90,2017,"189 Washington Square S, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Alex Powell|Jason Reisig|Martin Watt|Alex Wells,True,,"Premo’s speed and simplicity enable animators to pose full-resolution characters in representative shot context, significantly increasing their productivity."
90,2017,"190 Washington Square S, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Rob Jensen|Thomas Hahn|George Elkoura|Adam Woodbury|Dirk Van Gelder,True,,"Presto allows artists to work interactively in scene context with full-resolution geometric models and sophisticated rig controls, and has significantly increased the productivity of character animators at Pixar."
91,2018,"191 Washington Square South, New York, NY 10012, United States",Special,HONORARY AWARD,,,,Marvin Levy,True,,
91,2018,"192 Washington Square South, New York, NY 10012, United States",Special,HONORARY AWARD,,,,Lalo Schifrin,True,,
91,2018,"193 Washington Square South, New York, NY 10012, United States",Special,HONORARY AWARD,,,,Cicely Tyson,True,,
91,2018,"194 Washington Square South, New York, NY 10012, United States",Special,IRVING G. THALBERG MEMORIAL AWARD,,,Kathleen Kennedy and Frank Marshall,Kathleen Kennedy|Frank Marshall,True,,
91,2018,"195 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,David Simons|Daniel Wilk|James Acquavella|Michael Natkin|David M. Cotter,True,,"After Effects' pioneering use of consumer hardware to host an application that is extensible, efficient and artist-focused has made it the preeminent motion graphics tool in film production, allowing motion designers to create complex animated elements for title design, screen graphics and fictional user interfaces."
91,2018,"196 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Thomas Knoll|John Knoll|Mark Hamburg,True,,"Photoshop's efficient, extensible architecture, innovative virtual-memory design and powerful layering system introduced a new level of user interactivity, which led to its adoption as the preferred artistic tool for digital painting and image manipulation across the motion picture industry."
91,2018,"197 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Edwin Catmull|TONY DeROSE|Jos Stam,True,,Their creation of essential geometric operations and sustained research on the fundamental mathematics of subdivision surfaces helped transform the way digital artists represent 3D geometry throughout the motion picture industry.
91,2018,"198 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Eric Dachs|Erik Bielefeldt|Craig Wood|PAUL McREYNOLDS,True,,PIX System's robust approach to secure media access has enabled wide adoption of their remotely collaborative dailies-review system by the motion picture industry.
91,2018,"199 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Per-Anders Arvid Edwards,True,,"MoGraph provides a fast, non-destructive and intuitive workflow for motion designers to create animated 3D graphics, as used for title design and fictional user interfaces in motion pictures."
91,2018,"200 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Paul Thomas Miller|Marco Paolini,True,,"Silhouette provides a comprehensive solution for painting, rotoscoping and image manipulation of high-resolution image sequences. Its fast, scalable and extensible architecture has resulted in wide adoption in motion picture post-production."
91,2018,"201 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Paul Debevec|TIMOTHY HAWKINS|WAN-CHUN MA|XUEMING YU,True,,"Polarized Spherical Gradient Illumination was a breakthrough in facial capture technology allowing shape and reflectance capture of an actor's face with sub-millimeter detail, enabling the faithful recreation of hero character faces. The Light Stage X structure was the foundation for all subsequent innovation and has been the keystone of the method's evolution into a production system."
91,2018,"202 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Thabo Beeler|Derek Bradley|Bernd Bickel|Markus Gross,True,,"Medusa captures exceptionally dense animated meshes without markers or makeup, pushing the boundaries of visual fidelity and productivity for character facial performances in motion pictures."
91,2018,"203 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Charles Teorell Loop,True,,"Loop's 1987 master's thesis, \""Smooth Subdivision Surfaces Based on Triangles,\"" together with his subsequent research and publications, extended the theory of subdivision surfaces and inspired further development of methods that transformed the way digital artists represent 3D geometry throughout the motion picture industry."
91,2018,"204 Washington Square South, New York, NY 10012, United States",Special,JOHN A. BONNER MEDAL OF COMMENDATION,,,,Curtis Clark,True,,
92,2019,"329 Washington Square South, New York, NY 10012, United States",Special,JEAN HERSHOLT HUMANITARIAN AWARD,,,Geena Davis,Geena Davis,True,,
92,2019,"330 Washington Square South, New York, NY 10012, United States",Special,HONORARY AWARD,,,,David Lynch,True,,
92,2019,"331 Washington Square South, New York, NY 10012, United States",Special,HONORARY AWARD,,,,Wes Studi,True,,
92,2019,"332 Washington Square South, New York, NY 10012, United States",Special,HONORARY AWARD,,,,Lina Wertmüller,True,,
92,2019,"333 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Dr. Zvi Reznic|Professor Meir Feder|Guy Dorman|Ron Yogev,True,,"By using novel extensions of digital data transmission and compression algorithms, and data prioritization based on error rate, the Amimon chipset supports the creation of systems with virtually unrestricted camera motion, expanding creative freedom during filming."
92,2019,"334 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Nicolaas Verheem|Greg Smokler|Ilya Issenin,True,,"The Teradek Bolt system features a frame-synchronized back channel for real-time camera control, an error-resilient timecode channel and integrated production metadata, which have led to its widespread adoption in motion picture production."
92,2019,"335 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,ALEXEY LUKIN|IZOTOPE INC.,True,,"Featuring spectral processing algorithms enhanced with machine learning, the iZotope RX system is widely favored by motion picture sound professionals for audio repair and enhancement."
92,2019,"336 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Jeff Bloom|GUY McNALLY|Nick Rose|John Ellwood|Jonathan Newland,True,,"Wordfit revolutionized the process of post sync ADR by eliminating the need for manual editing to perfect lip sync. VocALign and Revoice Pro are software tools that together give sound editors unprecedented control over the final performance in replaced dialog. In use for many years, these technologies continue their predominance in the creation and seamless integration of replacement dialog tracks in motion pictures."
92,2019,"337 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Sanken Microphone Company Limited,True,,Sanken's early engineering work in microphone orientation and miniaturization has inspired the current generation of lavalier microphones. The exceptional sound quality and durability of the COS-11 series have made them the predominant lavalier microphones used in motion picture production sound recording.
92,2019,"338 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Masato Nakashima|Koichi Ueno|Junji Sakuda|Junro Yonemitsu,True,,EIZO auto-calibrating SDR monitors increase artists' confidence in facility-wide image reproduction accuracy and reduce disruptions to the creative process and production workflows. They have become indispensable for many major motion picture animation and effects facilities.
92,2019,"339 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Alejandro Arango|Gary Martinez|Robert Derry|Glenn Derry,True,,"The Technoprops head-mounted camera system, with its modular and production-proven construction, supports consistent face alignment with improved actor comfort, while at the same time permitting quick reconfiguration and minimizing downtime. This system enables repeatable, accurate and unobstructed capture of an actor's facial movements."
92,2019,"340 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Babak Beheshti|Scott Robitille|Ian Kelly|Dejan Momcilovic,True,,"The Standard Deviation head-mounted camera system provides a robust method of accurate camera synchronization to the house clock. Combined with practical innovations for usability, it enables multiple head-mounted camera systems to be used in large capture volumes, resulting in adoption by numerous motion picture productions."
92,2019,"341 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,SVEN WOOP|CARSTEN BENTHIN|ATTILA T. Á FRA|MANFRED ERNST|INGO WALD,True,,"For the past decade, the Intel Embree Ray Tracing Library has provided a high-performance, industry-leading, CPU-based ray-geometry intersection framework through well-engineered open source code, supported by a comprehensive set of research publications. It has become an indispensable resource for motion picture production rendering."
92,2019,"342 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Hayley Iben|Mark Meyer|John Anderson|Andrew Witkin,True,,"Taz is a robust, predictable and efficient mass-spring hair simulation system with novel formulations of hair shape, bending springs and hair-to-hair collisions. It has enabled Pixar artists to bring to life animated digital characters with a wide variety of stylized hair, from straight to wavy to curly."
92,2019,"343 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Stephen Bowline,True,,The ILM HairCraft Dynamics System has a physically robust hair-dynamics model that simulates hair by embedding curves in tetrahedral mesh volumes. Its unique spring-based control system has helped ILM artists create a wide range of photorealistic digital characters and digital stunt doubles.
92,2019,"344 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Kelly Ward Hammel|ALEKA McADAMS|Toby Jones|Maryann Simmons|Andy Milne,True,,"The WDAS Hair Simulation System is a robust, predictable, fast and highly art-directable system built on the mathematics of discrete elastic rods. This has provided Disney artists the flexibility to manipulate hair in hyper-realistic ways to create the strong silhouettes required for character animation and has enabled a wide range of complex hairstyles in animated feature films."
92,2019,"345 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Niall Ryan|Christoph Sprenger|Gilles Daviet,True,,"The Synapse Hair Simulation System is a robust, predictable and highly scalable position-based dynamics system with a novel inverse parameter solver. It has helped Weta Digital artists create a wide range of photorealistic digital characters and digital stunt doubles."
92,2019,"346 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Jens-Jørn Stokholm|Ole Moesmann,True,,"The DPA 4061 and 4071 lavalier microphones exemplify creative design, precise manufacture and meticulous quality control, resulting in consistent performance and exceptional on-set motion picture audio recording."
92,2019,"347 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Chris Countryman|Omer T. Inan,True,,"Originated by company founder Carl Countryman (1946-2006), these meticulously crafted subminiature microphones are easily concealed. Their spectral response-shaping filters, cable mounting and capsule design contribute to their wide adoption by motion picture production sound mixers."
92,2019,"348 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Fredrik Limsäter|Björn Rydahl|Mattias Lagergren,True,,"An extensible, efficient and intuitive post-production tracking software system, ftrack Studio has enabled small and large studios alike to efficiently schedule and manage complex digital motion picture animation and visual effects."
92,2019,"349 Washington Square South, New York, NY 10012, United States",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Don Parker|Matt Daw|Isaac Reuben|Colin Withers|Neil Brandt,True,,"An extensible, web-based, flexible and scalable system, Shotgun has enabled the efficient management of highly complex visual effects and animation post-production workflows. By facilitating deep integration into a wide variety of facility pipelines, Shotgun has successfully productized the tracking of complex production data on large-scale motion pictures."
93,2020,"165 W 13th St, New York, NY 10011, USA",Special,JEAN HERSHOLT HUMANITARIAN AWARD,,,Motion Picture & Television Fund,Motion Picture and Television Fund,True,,
93,2020,"166 W 13th St, New York, NY 10011, USA",Special,JEAN HERSHOLT HUMANITARIAN AWARD,,,Tyler Perry,Tyler Perry,True,,
94,2021,"417 Washington Pl, New York, NY 10003, USA",Special,JEAN HERSHOLT HUMANITARIAN AWARD,,,Danny Glover,Danny Glover,True,,
94,2021,"418 Washington Pl, New York, NY 10003, USA",Special,HONORARY AWARD,,,,Samuel L. Jackson,True,,
94,2021,"419 Washington Pl, New York, NY 10003, USA",Special,HONORARY AWARD,,,,Elaine May,True,,
94,2021,"420 Washington Pl, New York, NY 10003, USA",Special,HONORARY AWARD,,,,Liv Ullmann,True,,
95,2022,"160 W 4th St, New York, NY 10012, USA",Special,JEAN HERSHOLT HUMANITARIAN AWARD,,,Michael J. Fox,Michael J. Fox,True,,
95,2022,"161 W 4th St, New York, NY 10012, USA",Special,HONORARY AWARD,,,,Euzhan Palcy,True,,
95,2022,"162 W 4th St, New York, NY 10012, USA",Special,HONORARY AWARD,,,,Diane Warren,True,,
95,2022,"163 W 4th St, New York, NY 10012, USA",Special,HONORARY AWARD,,,,Peter Weir,True,,
95,2022,"164 W 4th St, New York, NY 10012, USA",Special,GORDON E. SAWYER AWARD,,,,Iain Neil,True,,
95,2022,"165 W 4th St, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Larry Barton|Ben Wilcox,True,,"The CineTape distance measurement system provides focus-pullers with continuous, accurate, real-time distance information to the subject, either at the camera or remotely. This high resolution distance data has enabled the reliable execution of shots that previously were impossible to judge accurately or had required multiple takes to achieve."
95,2022,"166 W 4th St, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Howard Preston|Bernie Butler-Smith,True,,"The Light Ranger 2 provides precise real-time focus distance information by continuously tracking subjects in sixteen discrete zones. The distance and depth of field indicators are superimposed on the camera image, enabling the focus-puller to intuitively judge focus, even in formerly impossible and extremely challenging situations."
95,2022,"167 W 4th St, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Howard Jensen|Danny Cangemi|John Frazier,True,,"The Rain Bars provide a portable system for the creation of realistic, large-scale, adjustable, practical rain for motion pictures. Their rapid setup and relocation capabilities enable the efficient production of effects ranging from misting drizzles to torrential downpours."
95,2022,"168 W 4th St, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Mark Hills|Jim Vanns,True,,"FQ’s highly efficient scheduler and sophisticated prioritization algorithms reflect a deep understanding of render farm management. With an architecture that has remained largely unchanged for more than a decade, FQ continues to support substantial growth in computational complexity at Framestore."
95,2022,"169 W 4th St, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Matt Chambers,True,,"These design contributions have resulted in robust, versatile, extensible and highly scalable render farm management systems that have supported substantial growth in computational complexity at Sony Pictures Imageworks and Weta Digital."
95,2022,"170 W 4th St, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Sébastien Deguy|Christophe Soum|Sylvain Paris|Nicolas Wirrmann,True,,"Adobe Substance 3D Designer provides artists with a flexible and efficient procedural workflow for designing complex textures. Its sophisticated and art-directable pattern generators, intuitive design, and renderer-agnostic architecture have led to widespread adoption in motion picture visual effects and animation."
95,2022,"171 W 4th St, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,David Eberle|Theodore Kim|Fernando De Goes|Audrey Wong,True,,Fizt2 provides a high-performance solver with novel and stable implicit physics and robust collision detection. The design of this system enables artist workflows to easily apply soft-body dynamics to a broad range of interacting animated characters and objects.
96,2023,"124 Washington Square N, New York, NY 10003, USA",Special,JEAN HERSHOLT HUMANITARIAN AWARD,,,Michelle Satter,Michelle Satter,True,,
96,2023,"125 Washington Square N, New York, NY 10003, USA",Special,HONORARY AWARD,,,,Angela Bassett,True,,
96,2023,"126 Washington Square N, New York, NY 10003, USA",Special,HONORARY AWARD,,,,Mel Brooks,True,,
96,2023,"127 Washington Square N, New York, NY 10003, USA",Special,HONORARY AWARD,,,,Carol Littleton,True,,
96,2023,"128 Washington Square N, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Charles Q. Robinson|Nicolas Tsingos|Christophe Chabanne|Mark Vinton|Dolby Laboratories,True,,Dolby Atmos has become an industry standard for object-based cinema audio content creation and presents a premier immersive audio experience for theatrical audiences.
96,2023,"129 Washington Square N, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Steve Read|Barry Silverstein,True,,"Utilizing a novel optical mirror system, the IMAX Prismless Laser Projector removes prisms from the laser light path to create the high brightness and contrast required for IMAX theatrical presentation."
96,2023,"130 Washington Square N, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Peter Janssens|Goran Stojmenovik|Wouter D’Oosterlinck,True,,"The Barco RGB Laser Projector's novel and modular design with an internally integrated laser light source produces flicker-free uniform image fields with improved contrast and brightness, enabling a widely adopted upgrade path from xenon to laser presentation without the need for alteration to screen or projection booth layout of existing theaters."
96,2023,"131 Washington Square N, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Michael Perkins|Gerwin Damberg|Trevor Davies|Martin J. Richards,True,,"The Christie E3LH Dolby Vision Cinema Projection System utilizes a novel dual modulation technique that employs cascaded DLP chips along with an improved laser optical path, enabling high dynamic range theatrical presentation."
96,2023,"132 Washington Square N, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Ken Museth|Peter Cucka|Mihai Aldén,True,,"For over a decade, OpenVDB's core voxel data structures, programming interface, file format and rich tools for data manipulation continue to be the standard for efficiently representing complex volumetric effects, such as water, fire and smoke."
96,2023,"133 Washington Square N, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Jaden Oh,True,,"Marvelous Designer introduced a pattern-based approach to digital costume construction, unifying design and visualization and providing a virtual analogy to physical tailoring. Under Jaden Oh's guidance, the team of engineers, UX designers and 3D designers at CLO Virtual Fashion has helped to raise the quality of appearance and motion in digital wardrobe creations."
96,2023,"134 Washington Square N, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,F. Sebastian Grassia|Alex Mohr|Sunya Boonyatera|Brett Levin|Jeremy Cowles,True,,"USD is the first open-source scene description framework capable of accommodating the full scope of the production workflow across a variety of studio pipelines. Its robust engineering and mature design are exemplified by its versatile layering system and the highly performant crate file format. USD's wide adoption has made it a de facto interchange format of 3D scenes, enabling alignment and collaboration across the motion picture industry."
96,2023,"135 Washington Square N, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Bill Beck,True,,Bill Beck's advocacy and education to the cinema industry while at Laser Light Engines contributed to the transition to laser projection in theatrical exhibition.
96,2023,"136 Washington Square N, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Gregory T. Niven,True,,"At Novalux and Necsel, Gregory T. Niven demonstrated and refined specifications for laser light sources for theatrical exhibition, leading the industry's transition to laser cinema projection technology."
96,2023,"137 Washington Square N, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Yoshitaka Nakatsu|Yoji Nagao|Tsuyoshi Hirao|Tomonori Morizumi|Kazuma Kozuru,True,,"Yoshitaka Nakatsu, Yoji Nagao, Tsuyoshi Hirao, Tomonori Morizumi and Kazuma Kozuru collaborated closely with cinema professionals and manufacturers while at Nichia Corporation Laser Diode Division, leading to the development and industry-wide adoption of blue and green laser modules producing wavelengths and power levels matching the specific needs of the cinema market."
96,2023,"138 Washington Square N, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Arnold Peterson|Elia P. Popov|John Frazier,True,,"The roof pod improves the safety, speed and range of stunt driving, extending the options for camera placement while acquiring picture car footage with talent in the vehicle, leading to rapid adoption across the industry."
96,2023,"139 Washington Square N, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Jon G. Belyeu,True,,"The unique and resilient design of this suite of pyrotechnic cable cutters has made them the preferred method for safe, precise and reliable release of suspension cables for over three decades in motion picture production."
96,2023,"140 Washington Square N, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,James Eggleton|Delwyn Holroyd,True,,The HDE codec allows productions to leverage familiar and proven camera raw workflows more efficiently by reducing the storage and bandwidth needed for the increased amounts of data from high-photosite-count cameras.
96,2023,"141 Washington Square N, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Jeff Lait|Dan Bailey|Nicholas Avramoussis,True,,Core engineering developments contributed by OpenVDB's open-source community have led to its ongoing success as an enabling platform for representing and manipulating volumetric data for natural phenomena. These additions have helped solidify OpenVDB as an industry standard that drives continued innovation in visual effects.
96,2023,"142 Washington Square N, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Oliver Castle|Marcus Schoo|Keith Lackey,True,,Atlas's scene description and evaluation framework enables integration of multiple digital content creation tools into a coherent production pipeline. Its plug-in architecture and efficient evaluation engine provide a consistent representation from virtual production through to lighting.
96,2023,"143 Washington Square N, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Lucas Miller|Christopher Jon Horvath|Steve LaVietes|Joe Ardent,True,,"Alembic's algorithms for storing and retrieving baked, time-sampled data enable high-efficiency caching across the digital production pipeline and sharing of scenes between facilities. As an open-source interchange library, Alembic has seen widespread adoption by major software vendors and production studios."
97,2024,"175 Clark St, Brooklyn, NY 11201, USA",Special,JEAN HERSHOLT HUMANITARIAN AWARD,,,Richard Curtis,Richard Curtis,True,,
97,2024,"176 Clark St, Brooklyn, NY 11201, USA",Special,HONORARY AWARD,,,,Quincy Jones,True,,
97,2024,"177 Clark St, Brooklyn, NY 11201, USA",Special,HONORARY AWARD,,,,Juliet Taylor,True,,
97,2024,"178 Clark St, Brooklyn, NY 11201, USA",Special,IRVING G. THALBERG MEMORIAL AWARD,,,Michael G. Wilson and Barbara Broccoli,Michael G. Wilson|Barbara Broccoli,True,,
97,2024,"179 Clark St, Brooklyn, NY 11201, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Jayson Dumenigo,True,,"Action Factory hydrogels are engineered to allow longer burns at higher temperatures with quick turnaround times, increasing the safety and efficiency of fire stunt performances."
97,2024,"180 Clark St, Brooklyn, NY 11201, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Thijs Vogels|Fabrice Rousselle|David Adler|Gerhard Röthlin|Mark Meyer,True,,This sophisticated machine learning denoiser features a ground-breaking kernel-predicting convolutional network and temporal stability. It has been adopted far beyond its original domain of animation and is an essential tool for creating computer-generated imagery in feature films.
97,2024,"181 Clark St, Brooklyn, NY 11201, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Nir Averbuch|Yair Chuchem|Dan Raviv,True,,"Sound Radix's Auto Align Post 2 allows the seamless blending of multiple moving microphones during film post-production, eliminating phase distortion, saving significant time over manual alignment methods and raising the reproduction quality of dialogue recorded on set."
97,2024,"182 Clark St, Brooklyn, NY 11201, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Curt Schaller|Dr. Roman Foltyn,True,,"The ARRI Trinity 2 is a body-worn system that combines a traditional inertial camera stabilization system with electronic gimbal technology, allowing unprecedented freedom of camera movement for acquiring shots with multiple transitions that are otherwise unobtainable."
97,2024,"183 Clark St, Brooklyn, NY 11201, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Steve Wagner|Garrett Brown|Jerry Holway|Robert Orf,True,,"The Tiffen Steadicam Volt revolutionizes inertial stabilization with its advanced two-axis motorized design, creating artificial inertia and simulated friction while providing adjustable tactile feedback. Different modes allow the operator to alter the physical feel of the rig. The Volt empowers filmmakers to achieve dynamic shots with more complex camera movement while maintaining a stable roll axis."
97,2024,"184 Clark St, Brooklyn, NY 11201, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Dave Freeth,True,,"The compact size and live adjustment of operating parameters of these devices facilitate subtle and dynamic camera moves closer to actors, and in tighter quarters than previously possible. Its low latency allows for instinctive operation whether controlled by a single operator or remotely."
