Ceremony,Year,Location,Class,Category,Movie,Movie Code,Name,Nominees,Winner,Detail,Note
83,2010,"253 Macdougal St, New York, NY 10012, USA",Special,HONORARY AWARD,,,,Kevin Brownlow,True,,
83,2010,"254 Macdougal St, New York, NY 10012, USA",Special,HONORARY AWARD,,,,Jean-Luc Godard,True,,
83,2010,"255 Macdougal St, New York, NY 10012, USA",Special,HONORARY AWARD,,,,Eli Wallach,True,,
83,2010,"256 Macdougal St, New York, NY 10012, USA",Special,IRVING G. THALBERG MEMORIAL AWARD,,,Francis Ford Coppola,Francis Ford Coppola,True,,
83,2010,"257 Macdougal St, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Dr. Mark Sagar,True,Digital Imaging Technology,"Dr. Sagar's work led to a method for transforming facial motion capture data into an expression-based, editable character animation system that has been used in motion pictures with a high volume of digital characters."
83,2010,"258 Macdougal St, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Mark Noel|John Frazier,True,Stage Operations,"The NAC System allows full-size cars, aircraft and other heavy props to be flown on wires with unprecedented freedom of motion and a high degree of safety, on-set and in real time. The intuitive control system responds to the motion of the operator's hand, permitting the recording and playback of all axes of motion simultaneously, which may be edited and refined for playback in subsequent takes."
83,2010,"259 Macdougal St, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,James Rodnunsky|ALEX MacDONALD|Mark Chapman,True,Camera Cranes,The evolution of the Cablecam technology has made it possible to move a camera safely and accurately anywhere through a three-dimensional space.
83,2010,"260 Macdougal St, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Tim Drnec|Ben Britten Smith|Matt Davis,True,Camera Cranes,The evolution of the Spydercam technology has made it possible to move a camera safely and accurately anywhere through a three-dimensional space.
83,2010,"261 Macdougal St, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Greg Ercolano,True,Digital Imaging Technology,"Mr. Ercolano's work has been influential across the industry, and has enabled scalable render farms at numerous studios."
83,2010,"262 Macdougal St, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,David M. Laur,True,Digital Imaging Technology,"This system was the first robust, scalable, widely adopted commercial solution for queue management in the motion picture industry. Its user interface and support for multi-machine assignment influenced the design of modern day queue management tools."
83,2010,"263 Macdougal St, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Chris Allen|Gautham Krishnamurti|Mark A. Brown|Lance Kimes,True,Digital Imaging Technology,"Queue was one of the first systems that allowed for statistical analysis and process introspection, providing a framework for the efficient use of render farms."
83,2010,"264 Macdougal St, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Florian Kainz,True,Digital Imaging Technology,"ObaQ has scaled from managing a few hundred processors in 1997 to many thousands today, with minimal changes to the original design."
83,2010,"265 Macdougal St, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Eric Tabellion|Arnauld Lamorlette,True,Digital Imaging Technology,"This important step in the evolution of global illumination techniques, first used on the motion picture \""Shrek 2,\"" was shared with the industry in their technical paper \""An Approximate Global Illumination System for Computer Generated Films.\"""
83,2010,"266 Macdougal St, New York, NY 10012, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Tony Clark|Alan Rogers|Neil Wilson|RORY McGREGOR,True,Systems,"Easy to use, cineSync has become a widely accepted solution for remote production collaboration."
83,2010,"267 Macdougal St, New York, NY 10012, USA",Special,JOHN A. BONNER MEDAL OF COMMENDATION,,,,Denny Clairmont,True,,
84,2011,"120 Washington Mews, New York, NY 10003, USA",Special,JEAN HERSHOLT HUMANITARIAN AWARD,,,Oprah Winfrey,Oprah Winfrey,True,,
84,2011,"121 Washington Mews, New York, NY 10003, USA",Special,HONORARY AWARD,,,,James Earl Jones,True,,
84,2011,"122 Washington Mews, New York, NY 10003, USA",Special,HONORARY AWARD,,,,Dick Smith,True,,
84,2011,"123 Washington Mews, New York, NY 10003, USA",Special,GORDON E. SAWYER AWARD,,,,Douglas Trumbull,True,,
84,2011,"124 Washington Mews, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),,,,Franz Kraus|Johannes Steurer|Wolfgang Riedel,True,Special Photographic,"The ARRILASER film recorder demonstrates a high level of engineering resulting in a compact, user-friendly, low-maintenance device, while at the same time maintaining outstanding speed, exposure ratings and image quality."
84,2011,"125 Washington Mews, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Radu Corlan|Andy Jantzen|Petru Pop|Richard F. Toftness,True,Camera,"The Phantom family of high-speed digital cameras, including the Phantom Flex and HD Gold, provide imagery at speeds and efficacy surpassing photochemical technology, while seamlessly intercutting with conventional film production."
84,2011,"126 Washington Mews, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Dr. Jürgen Noffke|Uwe Weber,True,Lenses and Filters,"The Master Primes have achieved a full stop advance in speed over existing lenses, while maintaining state-of-the-art optical quality. This lens family was also the first to eliminate the magnification change that accompanied extreme focus shifts."
84,2011,"127 Washington Mews, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Michael Lewis|Greg Marsden|Raigo Alas|Michael Vellekoop,True,Camera Cranes,The Pictorvision Eclipse system allows cinematographers to capture aerial footage at faster flying speeds with aggressive platform maneuvering.
84,2011,"128 Washington Mews, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,"E.F. \""BOB\"" Nettmann|Michael Sayovitz|Brad Fritzel|Fred Miller",True,Camera Cranes,"This versatile family of 5-axis camera and lens stabilizers allows any standard motion picture camera to be fitted into the open architecture of the structure. The system can be quickly balanced and made ready for shooting platforms such as helicopters, boats, camera cars or cranes."
84,2011,"129 Washington Mews, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,John D. Lowry|Ian Cavén|Ian Godin|Kimball Thurston|Tim Connolly,True,Laboratory,"The \""Lowry Process\"" uses advanced GPU-accelerated, motion estimation-based image processing tools to enhance image quality."
84,2011,"130 Washington Mews, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Fujifilm Corporation|Hideyuki Shirai|Dr. Katsuhisa Oozeki|Hiroshi Hirano,True,Film,"Specifically designed for laser film recording and widely used in the industry today, the high-resolution FUJIFILM ETERNA-RDS 4791 film stock is an important step in protecting the heritage of the motion picture industry."
84,2011,"131 Washington Mews, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Andrew Clinton|Mark Elendt,True,Digital Imaging Technology,"This work allowed, for the first time, unified and efficient rendering of volumetric effects such as smoke and clouds, together with other computer graphics objects, in a micro-polygon imaging pipeline."
84,2011,"132 Washington Mews, New York, NY 10003, USA",Special,JOHN A. BONNER MEDAL OF COMMENDATION,,,,Jonathan Erland,True,,
85,2012,"837 Broadway, New York, NY 10003, USA",Special,JEAN HERSHOLT HUMANITARIAN AWARD,,,Jeffrey Katzenberg,Jeffrey Katzenberg,True,,
85,2012,"838 Broadway, New York, NY 10003, USA",Special,HONORARY AWARD,,,,Hal Needham,True,,
85,2012,"839 Broadway, New York, NY 10003, USA",Special,HONORARY AWARD,,,,D.A. Pennebaker,True,,
85,2012,"840 Broadway, New York, NY 10003, USA",Special,HONORARY AWARD,,,,George Stevens Jr.,True,,
85,2012,"841 Broadway, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),,,,Cooke Optics Limited,True,Lenses and Filters,"Since their first series of motion picture lenses, Cooke Optics has continued to create optical innovations decade after decade. Producing what is commonly referred to as the \""Cooke Look,\"" these lenses have often been the lens of choice for creative cinematographers worldwide."
85,2012,"842 Broadway, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Simon Clutterbuck|James Jacobs|Dr. Richard Dorling,True,Digital Imaging Technology,This framework faithfully and robustly simulates the effects of anatomical structures underlying a character's skin. The resulting dynamic and secondary motions provide a new level of realism to computer-generated creatures.
85,2012,"843 Broadway, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,DR. PHILIP McLAUCHLAN|Allan Jaenicke|John-Paul Smith|Ross Shain,True,Digital Imaging Technology,"Mocha provides robust planar-tracking even when there are no clearly defined points in the image. Its effectiveness, ease of use, and ability to exchange rotoscoping data with other image processing tools have resulted in widespread adoption of the software in the visual effects industry."
85,2012,"844 Broadway, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),,,,Joe Murtha|WILLIAM FREDERICK|JIM MARKLAND,True,Systems,"The CINE VCLX provides extended run-times and flexibility, allowing users to power cameras and other supplementary equipment required for production. This high-capacity battery system is also matched to the high-demand, always-on digital cinema cameras."
85,2012,"845 Broadway, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,J.P. Lewis|Matt Cordner|Nickson Fong,True,Digital Imaging Technology,Pose Space Deformation (PSD) introduced the use of novel sparse data interpolation techniques to the task of shape interpolation. The controllability and ease of achieving artistic intent have led to PSD being a foundational technique in the creation of computer-generated characters.
85,2012,"846 Broadway, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Lawrence Kesteloot|Drew Olbrich|Daniel Wexler,True,Digital Imaging Technology,"Virtually unchanged from its original incarnation over 15 years ago, Light is still in continuous use due to its emphasis on interactive responsiveness, final-quality interactive render preview, scalable architecture and powerful user-configurable spreadsheet interface."
85,2012,"847 Broadway, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,STEVE LaVIETES|Brian Hall|Jeremy Selan,True,Digital Imaging Technology,"Katana's unique design, featuring a deferred evaluation procedural node-graph, provides a highly efficient lighting and rendering workflow. It allows artists to non-destructively edit scenes too complex to fit into computer memory, at scales ranging from a single object up to an entire detailed city."
85,2012,"848 Broadway, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Theodore Kim|Nils Thuerey|Dr. Markus Gross|Doug James,True,Digital Imaging Technology,"This technique allowed for fast, art-directable creation of highly detailed gas simulation, making it easier for the artist to control the appearance of these effects in the final image."
85,2012,"849 Broadway, New York, NY 10003, USA",SciTech,SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),,,,Richard Mall,True,Stage Operations,"Highly sophisticated and well-engineered, the Max Menace Arm is a safe and adjustable device that allows rapid, precise positioning of lighting fixtures, cameras or accessories. On-set or on location, this compact and highly portable structure is often used where access is limited due to restrictions on attaching equipment to existing surfaces."
85,2012,"850 Broadway, New York, NY 10003, USA",Special,JOHN A. BONNER MEDAL OF COMMENDATION,,,,Bill Taylor,True,,
